StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q4_1,Q4_2,Q4_3,Q7_1,Q5
2019-08-02 21:36:34,2019-08-02 21:37:29,IP Address,100,55,True,2019-08-02 21:37:29,R_3ezaXNBO5DhDLZm,anonymous,EN-GB,173,77,80,50,52,50,32,"I often think about quitting smoking, but I have no plans to quit."
2019-08-02 21:53:03,2019-08-02 21:53:29,IP Address,100,25,True,2019-08-02 21:53:29,R_dg7X2cK9zQWg9Xj,anonymous,EN-GB,775,78,78,22,27,30,21,I definitely plan to quit smoking in the next 6 months.
2019-08-02 22:30:14,2019-08-02 22:31:03,IP Address,100,49,True,2019-08-02 22:31:04,R_1jIIEMhhfa05TAG,anonymous,EN-GB,690,53,51,51,80,51,50,"I often think about quitting smoking, but I have no plans to quit."
2019-08-02 22:45:18,2019-08-02 22:46:57,IP Address,100,98,True,2019-08-02 22:46:57,R_1OZ8m5DKdrxr0ay,anonymous,EN-GB,592,92,97,23,25,38,12,"I often think about quitting smoking, but I have no plans to quit."
2019-08-02 22:58:46,2019-08-02 22:59:15,IP Address,100,28,True,2019-08-02 22:59:15,R_24c4O56t9ttDBfI,anonymous,EN-GB,380,90,90,90,90,90,90,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-02 22:59:16,2019-08-02 23:00:01,IP Address,100,44,True,2019-08-02 23:00:01,R_6V87VX8DavOXxmx,anonymous,EN-GB,627,63,70,26,31,39,37,I definitely plan to quit smoking in the next 6 months.
2019-08-02 23:08:18,2019-08-02 23:08:51,IP Address,100,33,True,2019-08-02 23:08:51,R_3pmrPKxRSq048ta,anonymous,EN-GB,721,67,92,85,87,86,46,"I often think about quitting smoking, but I have no plans to quit."
2019-08-02 23:32:27,2019-08-02 23:33:12,IP Address,100,44,True,2019-08-02 23:33:12,R_2aQxtdo2CpGJrtF,anonymous,EN-GB,689,51,21,24,23,24,32,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-03 00:04:39,2019-08-03 00:05:13,IP Address,100,33,True,2019-08-03 00:05:13,R_1EbpdBIO3aGKmVr,anonymous,EN-GB,362,24,26,64,66,65,53,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-03 00:11:41,2019-08-03 00:12:07,IP Address,100,25,True,2019-08-03 00:12:07,R_2dKrifil8t7jljO,anonymous,EN-GB,731,42,41,7,11,7,6,"I never think about quitting smoking, and I have no plans to quit."
2019-08-03 00:32:36,2019-08-03 00:33:00,IP Address,100,23,True,2019-08-03 00:33:01,R_e54K9NfwzJsdUcx,anonymous,EN-GB,614,47,34,71,49,62,60,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 01:13:36,2019-08-03 01:14:37,IP Address,100,61,True,2019-08-03 01:14:37,R_2DTaiyMNPe58iN1,anonymous,EN-GB,371,100,100,100,60,100,60,"I often think about quitting smoking, but I have no plans to quit."
2019-08-02 18:49:03,2019-08-02 21:19:33,IP Address,20,9030,False,2019-08-03 01:20:25,R_3hFQHEMyROducOE,anonymous,EN-GB,485,,,,,,,
2019-08-02 21:23:54,2019-08-02 21:23:59,IP Address,20,5,False,2019-08-03 01:24:35,R_dcgTPzT417vXJ4Z,anonymous,EN-GB,662,,,,,,,
2019-08-03 01:55:00,2019-08-03 01:55:31,IP Address,100,31,True,2019-08-03 01:55:32,R_3ixuWVjWDdqBPUl,anonymous,EN-GB,469,52,49,51,53,50,48,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 03:14:54,2019-08-03 03:15:17,IP Address,100,23,True,2019-08-03 03:15:17,R_Y3xk68tkG2605fb,anonymous,EN-GB,706,75,74,27,11,11,27,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 09:31:31,2019-08-03 09:31:52,IP Address,100,20,True,2019-08-03 09:31:52,R_sMuF4yOZNllNS6J,anonymous,EN-GB,270,100,100,1,0,10,0,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 11:41:19,2019-08-03 11:41:51,IP Address,100,32,True,2019-08-03 11:41:51,R_6o0O52OPDch5aU1,anonymous,EN-GB,583,62,69,62,77,75,64,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 12:33:40,2019-08-03 12:34:06,IP Address,100,26,True,2019-08-03 12:34:06,R_3CDudTmTkCCoRLF,anonymous,EN-GB,717,68,60,50,49,65,68,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 13:05:29,2019-08-03 13:06:13,IP Address,100,43,True,2019-08-03 13:06:13,R_1owh72SrO2WhMEk,anonymous,EN-GB,280,82,77,26,22,23,43,I definitely plan to quit smoking in the next 6 months.
2019-08-03 15:02:09,2019-08-03 15:02:46,IP Address,100,36,True,2019-08-03 15:02:46,R_3hut37SOlEg0OGE,anonymous,EN-GB,702,79,91,94,84,88,80,I definitely plan to quit smoking in the next 6 months.
2019-08-03 19:31:27,2019-08-03 19:31:53,IP Address,100,25,True,2019-08-03 19:31:53,R_Zmbjq4TSWPivUWJ,anonymous,EN-GB,312,100,100,3,24,24,37,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-03 21:01:16,2019-08-03 21:01:40,IP Address,100,24,True,2019-08-03 21:01:41,R_2bJf39WjVMHqw62,anonymous,EN-GB,270,100,100,0,0,3,0,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 21:01:23,2019-08-03 21:01:41,IP Address,100,17,True,2019-08-03 21:01:41,R_735oYqgjVn1eUx3,anonymous,EN-GB,736,66,73,64,78,65,73,"I never think about quitting smoking, and I have no plans to quit."
2019-08-03 21:01:25,2019-08-03 21:01:45,IP Address,100,20,True,2019-08-03 21:01:46,R_3CC3j1khJnmcRBC,anonymous,EN-GB,463,100,100,2,2,2,1,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-03 21:01:21,2019-08-03 21:01:48,IP Address,100,26,True,2019-08-03 21:01:48,R_2tG7fkSHkG3msI0,anonymous,EN-GB,761,12,17,14,67,63,65,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-03 21:01:34,2019-08-03 21:02:07,IP Address,100,33,True,2019-08-03 21:02:07,R_PB8pWuwfQQR23JL,anonymous,EN-GB,583,74,72,71,61,75,67,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 21:01:22,2019-08-03 21:02:37,IP Address,100,75,True,2019-08-03 21:02:37,R_DJfqPWBsTW58Chr,anonymous,EN-GB,513,59,53,72,51,49,43,I definitely plan to quit smoking in the next 6 months.
2019-08-03 21:01:34,2019-08-03 21:02:47,IP Address,100,73,True,2019-08-03 21:02:48,R_3ndfX2vVsd0lUaq,anonymous,EN-GB,775,74,86,29,28,19,20,I definitely plan to quit smoking in the next 6 months.
2019-08-03 21:04:30,2019-08-03 21:04:54,IP Address,100,24,True,2019-08-03 21:04:54,R_0cShLqMxUK3KrqF,anonymous,EN-GB,769,64,63,25,20,51,32,I definitely plan to quit smoking in the next 6 months.
2019-08-03 21:05:14,2019-08-03 21:06:14,IP Address,100,59,True,2019-08-03 21:06:14,R_2D8prq2uzNlfNNN,anonymous,EN-GB,469,100,100,76,47,51,47,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 21:06:27,2019-08-03 21:07:24,IP Address,100,56,True,2019-08-03 21:07:25,R_31KiWNXiFBHwF8S,anonymous,EN-GB,164,83,88,83,79,87,68,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-03 21:06:49,2019-08-03 21:07:48,IP Address,100,59,True,2019-08-03 21:07:49,R_37uUZL3WcW77tNn,anonymous,EN-GB,400,66,53,72,29,59,38,I definitely plan to quit smoking in the next 6 months.
2019-08-03 21:07:34,2019-08-03 21:08:12,IP Address,100,37,True,2019-08-03 21:08:12,R_3fwL5eR9iQ1IHPl,anonymous,EN-GB,164,84,89,60,66,82,65,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-03 21:14:32,2019-08-03 21:14:57,IP Address,100,25,True,2019-08-03 21:14:57,R_3nIUUIKa75AWEFc,anonymous,EN-GB,250,100,73,100,100,100,15,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-03 21:15:46,2019-08-03 21:16:14,IP Address,100,28,True,2019-08-03 21:16:15,R_1Gv75X4FhZzXhbn,anonymous,EN-GB,721,55,74,61,51,75,83,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 21:33:36,2019-08-03 21:34:08,IP Address,100,31,True,2019-08-03 21:34:08,R_z8VMFSzkI2yTikp,anonymous,EN-GB,700,82,81,83,82,81,50,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-03 21:59:20,2019-08-03 22:00:41,IP Address,100,80,True,2019-08-03 22:00:41,R_22y2uY4YZAVQbiZ,anonymous,EN-GB,314,50,50,75,50,25,50,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-03 22:04:12,2019-08-03 22:04:45,IP Address,100,32,True,2019-08-03 22:04:45,R_1n91nvVPtQL34vS,anonymous,EN-GB,595,79,67,90,36,58,67,I definitely plan to quit smoking in the next 30 days.
2019-08-03 22:22:58,2019-08-03 22:23:30,IP Address,100,32,True,2019-08-03 22:23:30,R_33DvRPGz4uW0yDi,anonymous,EN-GB,581,85,83,13,12,30,19,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 22:39:18,2019-08-03 22:39:47,IP Address,100,28,True,2019-08-03 22:39:47,R_1oGAsp0WYXEJ6Ot,anonymous,EN-GB,,36,51,100,100,100,67,"I never think about quitting smoking, and I have no plans to quit."
2019-08-03 23:07:02,2019-08-03 23:07:23,IP Address,100,21,True,2019-08-03 23:07:23,R_1hXYbjPWSLx7uyf,anonymous,EN-GB,249,100,100,99,100,96,100,"I have quit smoking, but I still worry about slipping back, so I need to keep working on living smoke free."
2019-08-03 23:08:08,2019-08-03 23:09:00,IP Address,100,52,True,2019-08-03 23:09:01,R_ZmZmDqdGpBS5d5v,anonymous,EN-GB,592,88,81,16,8,20,17,"I often think about quitting smoking, but I have no plans to quit."
2019-08-03 23:12:22,2019-08-03 23:12:41,IP Address,100,19,True,2019-08-03 23:12:42,R_1jCVosYRy9H6vMG,anonymous,EN-GB,362,26,31,67,66,68,57,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-03 23:39:55,2019-08-03 23:40:17,IP Address,100,21,True,2019-08-03 23:40:17,R_1LeuO7ikIMbqyzM,anonymous,EN-GB,731,24,19,12,33,42,10,"I never think about quitting smoking, and I have no plans to quit."
2019-08-03 23:52:18,2019-08-03 23:52:51,IP Address,100,32,True,2019-08-03 23:52:51,R_6M7aGoLkNZCHZ3b,anonymous,EN-GB,627,56,78,44,34,48,43,I definitely plan to quit smoking in the next 6 months.
2019-08-03 23:56:00,2019-08-03 23:56:22,IP Address,100,21,True,2019-08-03 23:56:22,R_1E6tdiy5fCWBWWK,anonymous,EN-GB,492,34,39,79,7,50,64,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-04 00:16:57,2019-08-04 00:17:22,IP Address,100,24,True,2019-08-04 00:17:22,R_saKTm6UA25caKT7,anonymous,EN-GB,157,43,57,37,17,21,32,I definitely plan to quit smoking in the next 6 months.
2019-08-04 00:41:05,2019-08-04 00:41:35,IP Address,100,30,True,2019-08-04 00:41:36,R_1o2aAY3m9c4ujt2,anonymous,EN-GB,413,47,52,58,51,40,45,
2019-08-04 00:52:02,2019-08-04 00:52:52,IP Address,100,49,True,2019-08-04 00:52:52,R_2dxSeDiOloAlcBb,anonymous,EN-GB,423,55,40,30,20,80,30,"I often think about quitting smoking, but I have no plans to quit."
2019-08-04 01:07:57,2019-08-04 01:08:49,IP Address,100,52,True,2019-08-04 01:08:49,R_2c8FTLaOsqZiiSg,anonymous,EN-GB,276,38,51,51,16,60,41,I definitely plan to quit smoking in the next 6 months.
2019-08-04 02:24:40,2019-08-04 02:25:23,IP Address,100,43,True,2019-08-04 02:25:24,R_1lyh5OUYdEx5m4u,anonymous,EN-GB,689,52,29,17,12,25,23,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-04 03:14:43,2019-08-04 03:15:11,IP Address,100,28,True,2019-08-04 03:15:12,R_1difVRlxyIn2OXM,anonymous,EN-GB,614,53,48,63,30,30,47,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-04 07:27:37,2019-08-04 07:28:27,IP Address,100,49,True,2019-08-04 07:28:27,R_3CUki9XMM9701b3,anonymous,EN-GB,111,63,50,14,6,9,18,I definitely plan to quit smoking in the next 6 months.
2019-08-04 08:37:50,2019-08-04 08:38:14,IP Address,100,23,True,2019-08-04 08:38:14,R_2BbcNWSSRvBmdDh,anonymous,EN-GB,209,61,69,65,49,80,55,"I often think about quitting smoking, but I have no plans to quit."
2019-08-04 08:38:58,2019-08-04 08:39:28,IP Address,100,30,True,2019-08-04 08:39:29,R_xtMPKudvnWsFE1b,anonymous,EN-GB,204,41,42,100,100,100,100,"I never think about quitting smoking, and I have no plans to quit."
2019-08-04 09:30:58,2019-08-04 09:31:35,IP Address,100,37,True,2019-08-04 09:31:36,R_0dgQC9djEMUmOKB,anonymous,EN-GB,135,77,95,91,64,83,60,"I often think about quitting smoking, but I have no plans to quit."
2019-08-04 09:31:43,2019-08-04 09:32:11,IP Address,100,28,True,2019-08-04 09:32:11,R_27PPvIk1IlTTqEn,anonymous,EN-GB,489,100,100,17,17,16,14,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-04 10:23:01,2019-08-04 10:23:40,IP Address,100,39,True,2019-08-04 10:23:40,R_svSMaUlG8O4uws9,anonymous,EN-GB,419,71,73,65,78,78,69,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-04 07:26:46,2019-08-04 07:26:51,IP Address,20,4,False,2019-08-04 11:26:56,R_32Rw78A3GOJ1ixq,anonymous,EN-GB,111,,,,,,,
2019-08-04 13:05:43,2019-08-04 13:06:07,IP Address,100,23,True,2019-08-04 13:06:07,R_3CC7l4zoHTokJmN,anonymous,EN-GB,303,79,67,45,32,74,49,I definitely plan to quit smoking in the next 6 months.
2019-08-04 16:31:25,2019-08-04 16:32:02,IP Address,100,37,True,2019-08-04 16:32:03,R_3kGm7EMUg1JuBr2,anonymous,EN-GB,634,88,94,82,50,67,51,I definitely plan to quit smoking in the next 6 months.
2019-08-04 16:36:52,2019-08-04 16:37:33,IP Address,100,40,True,2019-08-04 16:37:33,R_3qPXaoMYdyTZPoU,anonymous,EN-GB,687,100,100,48,67,66,61,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-04 17:09:56,2019-08-04 17:10:22,IP Address,100,25,True,2019-08-04 17:10:22,R_2miYB5XYqAElRrH,anonymous,EN-GB,312,20,20,0,0,0,24,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-04 19:42:08,2019-08-04 19:43:19,IP Address,100,71,True,2019-08-04 19:43:20,R_27vqCknRo0r8j9z,anonymous,EN-GB,717,54,63,58,62,52,45,"I often think about quitting smoking, but I have no plans to quit."
2019-08-04 21:01:53,2019-08-04 21:02:29,IP Address,100,35,True,2019-08-04 21:02:30,R_1LkyGzT8D8e8bqF,anonymous,EN-GB,662,100,100,55,56,84,52,"I often think about quitting smoking, but I have no plans to quit."
2019-08-04 21:05:52,2019-08-04 21:06:14,IP Address,100,22,True,2019-08-04 21:06:14,R_3HviWbGuQP4wsO0,anonymous,EN-GB,303,75,72,33,51,86,40,I definitely plan to quit smoking in the next 6 months.
2019-08-04 21:09:05,2019-08-04 21:09:20,IP Address,100,15,True,2019-08-04 21:09:21,R_1Idgnbv276Ts6nh,anonymous,EN-GB,736,58,60,100,65,66,14,"I never think about quitting smoking, and I have no plans to quit."
2019-08-04 21:13:22,2019-08-04 21:13:54,IP Address,100,32,True,2019-08-04 21:13:54,R_2xLZq7NmhTqlXn2,anonymous,EN-GB,689,51,39,25,12,24,21,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-04 21:17:01,2019-08-04 21:17:18,IP Address,100,17,True,2019-08-04 21:17:18,R_8qSZIGWghwZcY7f,anonymous,EN-GB,761,4,6,6,7,8,9,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-04 21:22:19,2019-08-04 21:23:12,IP Address,100,52,True,2019-08-04 21:23:12,R_10TaZyurGJtJR22,anonymous,EN-GB,429,43,28,4,4,5,10,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-04 21:23:24,2019-08-04 21:24:21,IP Address,100,57,True,2019-08-04 21:24:22,R_3CIXHseHahRiubC,anonymous,EN-GB,111,80,96,30,19,34,34,"I often think about quitting smoking, but I have no plans to quit."
2019-08-04 21:31:37,2019-08-04 21:32:03,IP Address,100,26,True,2019-08-04 21:32:04,R_1rpN8GpCW03svSB,anonymous,EN-GB,400,81,60,81,34,70,52,I definitely plan to quit smoking in the next 6 months.
2019-08-04 21:34:07,2019-08-04 21:34:42,IP Address,100,35,True,2019-08-04 21:34:43,R_3rOOy2doCYRFMd3,anonymous,EN-GB,775,74,78,36,39,35,36,I definitely plan to quit smoking in the next 6 months.
2019-08-04 21:51:00,2019-08-04 21:51:34,IP Address,100,33,True,2019-08-04 21:51:34,R_2t6dmFcA9JojItC,anonymous,EN-GB,421,5,12,18,6,18,15,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-04 22:08:23,2019-08-04 22:08:47,IP Address,100,23,True,2019-08-04 22:08:47,R_21zh8pCTDn4qr87,anonymous,EN-GB,209,66,81,76,73,85,65,"I often think about quitting smoking, but I have no plans to quit."
2019-08-04 22:33:53,2019-08-04 22:34:36,IP Address,100,42,True,2019-08-04 22:34:36,R_SOXtbjo36MKAQ7v,anonymous,EN-GB,627,72,69,31,43,66,21,I definitely plan to quit smoking in the next 6 months.
2019-08-04 22:35:59,2019-08-04 22:36:27,IP Address,100,27,True,2019-08-04 22:36:27,R_1psPqCEWYLOQDL8,anonymous,EN-GB,721,66,77,55,50,50,66,"I often think about quitting smoking, but I have no plans to quit."
2019-08-04 22:35:28,2019-08-04 22:37:57,IP Address,100,148,True,2019-08-04 22:37:57,R_2zO23gbhEks4Fha,anonymous,EN-GB,731,37,11,7,2,35,14,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-04 23:31:22,2019-08-04 23:31:52,IP Address,100,29,True,2019-08-04 23:31:52,R_1lid1IYEZJpPKEG,anonymous,EN-GB,700,81,79,80,83,96,50,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-04 23:38:00,2019-08-04 23:38:38,IP Address,100,37,True,2019-08-04 23:38:38,R_3maz9LIfZXetrM0,anonymous,EN-GB,379,24,65,27,25,26,27,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-04 23:39:31,2019-08-04 23:40:02,IP Address,100,31,True,2019-08-04 23:40:03,R_1HpG0OBBdGzlo0S,anonymous,EN-GB,166,49,57,100,100,100,72,"I never think about quitting smoking, and I have no plans to quit."
2019-08-04 23:51:14,2019-08-04 23:51:44,IP Address,100,30,True,2019-08-04 23:51:44,R_3kchgpisENnDS3t,anonymous,EN-GB,581,85,84,18,11,21,18,I definitely plan to quit smoking in the next 6 months.
2019-08-04 23:56:24,2019-08-04 23:56:44,IP Address,100,19,True,2019-08-04 23:56:44,R_2wnPIQT8yuCx5ou,anonymous,EN-GB,362,31,27,67,68,70,61,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-05 00:15:38,2019-08-05 00:15:58,IP Address,100,19,True,2019-08-05 00:15:58,R_uaBeWRebGL3N3Y5,anonymous,EN-GB,249,100,100,86,100,100,100,"I have quit smoking, but I still worry about slipping back, so I need to keep working on living smoke free."
2019-08-05 00:23:28,2019-08-05 00:23:59,IP Address,100,30,True,2019-08-05 00:23:59,R_22Wku5Euhp2LeQe,anonymous,EN-GB,380,90,90,90,95,90,90,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-05 00:49:54,2019-08-05 00:50:53,IP Address,100,58,True,2019-08-05 00:50:53,R_D6sx7KOIqYXrEkh,anonymous,EN-GB,592,100,100,15,12,49,23,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 01:10:11,2019-08-05 01:10:26,IP Address,100,15,True,2019-08-05 01:10:27,R_2y2sqtnY4fA6TE3,anonymous,EN-GB,524,21,24,20,21,25,31,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-05 02:46:55,2019-08-05 02:47:15,IP Address,100,19,True,2019-08-05 02:47:15,R_2cuppzMz90guLeO,anonymous,EN-GB,463,100,100,11,13,7,48,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-05 02:54:45,2019-08-05 02:55:24,IP Address,100,38,True,2019-08-05 02:55:24,R_9zf8gcuUOjN8NDX,anonymous,EN-GB,614,60,73,52,51,42,50,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-05 06:14:00,2019-08-05 06:14:41,IP Address,100,41,True,2019-08-05 06:14:42,R_3HANBuECLPvaw0C,anonymous,EN-GB,280,67,71,24,27,23,28,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-05 07:06:13,2019-08-05 07:08:08,IP Address,100,114,True,2019-08-05 07:08:08,R_AtSAtSkN2bf37bz,anonymous,EN-GB,135,76,75,4,74,90,67,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-05 09:31:33,2019-08-05 09:32:03,IP Address,100,30,True,2019-08-05 09:32:03,R_2XoCbCwgo80oCva,anonymous,EN-GB,270,100,78,16,0,0,0,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 10:44:15,2019-08-05 10:44:50,IP Address,100,35,True,2019-08-05 10:44:51,R_31TSQhZUhqkJ1sQ,anonymous,EN-GB,583,66,66,69,75,67,65,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 12:26:32,2019-08-05 12:27:23,IP Address,100,50,True,2019-08-05 12:27:23,R_3LgVzAoIyarSHob,anonymous,EN-GB,285,53,40,13,0,34,12,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 12:31:16,2019-08-05 12:31:52,IP Address,100,35,True,2019-08-05 12:31:52,R_1pneqMz168PGwzU,anonymous,EN-GB,285,41,41,4,12,24,5,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-05 14:27:48,2019-08-05 14:28:22,IP Address,100,33,True,2019-08-05 14:28:22,R_21p82gZBKKFs1CY,anonymous,EN-GB,312,100,100,0,0,20,22,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-05 21:02:51,2019-08-05 21:03:26,IP Address,100,34,True,2019-08-05 21:03:26,R_3CAZ9Vp28gQ2AhQ,anonymous,EN-GB,581,83,83,13,9,21,12,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 21:03:18,2019-08-05 21:03:41,IP Address,100,23,True,2019-08-05 21:03:42,R_3EMi1PC0XQeWDtf,anonymous,EN-GB,400,70,62,69,21,42,24,I definitely plan to quit smoking in the next 6 months.
2019-08-05 21:02:55,2019-08-05 21:03:50,IP Address,100,54,True,2019-08-05 21:03:50,R_1HiagywEx3iN7SM,anonymous,EN-GB,469,49,50,,52,50,55,I definitely plan to quit smoking in the next 6 months.
2019-08-05 21:04:12,2019-08-05 21:04:58,IP Address,100,45,True,2019-08-05 21:04:58,R_3GroiauNEEzjfzX,anonymous,EN-GB,164,89,85,78,74,86,66,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-05 21:04:22,2019-08-05 21:05:08,IP Address,100,45,True,2019-08-05 21:05:08,R_ypsc685UloGHBKx,anonymous,EN-GB,173,100,100,83,25,100,50,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 21:06:30,2019-08-05 21:06:56,IP Address,100,25,True,2019-08-05 21:06:56,R_1IhOKYNvHPJeBrn,anonymous,EN-GB,775,67,74,29,34,31,33,I definitely plan to quit smoking in the next 6 months.
2019-08-05 21:13:24,2019-08-05 21:13:44,IP Address,100,19,True,2019-08-05 21:13:44,R_vIkcHp8gdz8kLER,anonymous,EN-GB,761,15,13,20,15,17,11,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-05 21:20:34,2019-08-05 21:21:02,IP Address,100,28,True,2019-08-05 21:21:02,R_20NjVP2xWjRP9lk,anonymous,EN-GB,662,100,100,66,45,63,51,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 21:28:06,2019-08-05 21:28:18,IP Address,100,12,True,2019-08-05 21:28:19,R_1BP1471cie3xXPP,anonymous,EN-GB,736,75,48,67,33,52,63,"I never think about quitting smoking, and I have no plans to quit."
2019-08-05 21:40:22,2019-08-05 21:41:00,IP Address,100,37,True,2019-08-05 21:41:00,R_3fxHXQfTjI4lf0i,anonymous,EN-GB,303,76,79,41,49,78,38,I definitely plan to quit smoking in the next 6 months.
2019-08-05 21:55:20,2019-08-05 21:56:18,IP Address,100,57,True,2019-08-05 21:56:18,R_2s4Nm2POij2OQgt,anonymous,EN-GB,690,50,50,50,50,50,50,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 22:15:34,2019-08-05 22:15:59,IP Address,100,25,True,2019-08-05 22:15:59,R_1plLj7v9FTf0oTA,anonymous,EN-GB,312,100,100,0,0,21,24,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-05 22:18:12,2019-08-05 22:18:50,IP Address,100,37,True,2019-08-05 22:18:50,R_1QGgzXErQU9M9W7,anonymous,EN-GB,270,100,100,0,0,0,0,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 22:37:08,2019-08-05 22:37:35,IP Address,100,27,True,2019-08-05 22:37:35,R_oXLZ5IJ8VhtcoCZ,anonymous,EN-GB,689,49,51,23,19,27,33,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-05 22:49:47,2019-08-05 22:50:07,IP Address,100,20,True,2019-08-05 22:50:08,R_3hmfojKIkgF6dIM,anonymous,EN-GB,721,78,71,61,47,71,64,"I often think about quitting smoking, but I have no plans to quit."
2019-08-05 23:06:08,2019-08-05 23:06:30,IP Address,100,22,True,2019-08-05 23:06:30,R_2zbTXbA3QSsgbUb,anonymous,EN-GB,362,26,31,68,67,62,61,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-05 23:10:42,2019-08-05 23:11:06,IP Address,100,24,True,2019-08-05 23:11:07,R_1rJ3AtZqCpvLKLw,anonymous,EN-GB,166,57,52,100,100,100,81,"I never think about quitting smoking, and I have no plans to quit."
2019-08-05 23:27:30,2019-08-05 23:28:07,IP Address,100,37,True,2019-08-05 23:28:07,R_3nTXDPnZR8mpjey,anonymous,EN-GB,379,54,66,27,27,29,33,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-05 23:33:07,2019-08-05 23:33:22,IP Address,100,14,True,2019-08-05 23:33:22,R_1goRIlhUz3qdQob,anonymous,EN-GB,731,10,15,12,11,42,6,"I never think about quitting smoking, and I have no plans to quit."
2019-08-05 23:38:39,2019-08-05 23:39:20,IP Address,100,40,True,2019-08-05 23:39:20,R_1fZNh3TAFe12zkK,anonymous,EN-GB,123,85,85,18,14,19,7,"I often think about quitting smoking, but I have no plans to quit."
2019-08-06 00:22:57,2019-08-06 00:23:27,IP Address,100,29,True,2019-08-06 00:23:28,R_upGoiwE9MaY9Vw5,anonymous,EN-GB,380,95,95,90,90,90,95,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-06 00:32:14,2019-08-06 00:32:36,IP Address,100,22,True,2019-08-06 00:32:37,R_27H8R70U6vBm1BO,anonymous,EN-GB,272,82,80,9,7,6,7,"I often think about quitting smoking, but I have no plans to quit."
2019-08-06 00:59:46,2019-08-06 01:00:12,IP Address,100,26,True,2019-08-06 01:00:13,R_24qi4lzB9kTD5LA,anonymous,EN-GB,583,76,74,66,67,77,77,"I sometimes think about quitting smoking, but I have no plans to quit."
